TOAN,NGU VAN,TIENG ANH,LICH SU,DIA LI,GDCD,NAM
3.2,2,2.8,,,,2017
1.6,2.75,1.6,,,,2017
2,4.5,,,,,2017
7.6,7.5,6.6,,,,2017
2.2,4,3,,,,2017
2.6,4.5,,,,,2017
2.8,3.25,,,6,6.75,2017
3,2.25,,,5.25,6.25,2017
2.4,1.5,,,3.75,,2017
3,5.5,,,5.75,6.25,2017
1.8,2,,,4.25,5.5,2017
,6.75,,,6.25,,2017
2.8,2.5,,,,,2017
3,5.75,,,6.25,7,2017
3,4.25,,,,,2017
4,2.75,,,5,6.5,2017
2,3.75,,,,,2017
2.6,5.25,,,,,2017
3.4,2.25,,,4.75,5.25,2017
3.4,,2.4,,,,2017
3,1.5,,,,,2017
8.6,,9.2,,,,2017
2.4,7,2,,,,2017
2,4.25,,,,,2017
2.4,2.25,2.4,,,8.25,2017
4,,,,,,2017
3.2,2.5,,,3,5,2017
2,1.25,,,4.75,4.25,2017
3.6,5,,,4.25,8,2017
2.2,2,,,4,6.25,2017
3.8,4.25,,,5.25,6.25,2017
2.2,3.5,,,,,2017
1.6,4.75,,,4.75,5.75,2017
2.8,4.75,,,,,2017
2.8,4.75,,,,,2017
3.6,4,,,4.5,6.75,2017
4.4,3.5,2.8,,,,2017
1.8,4,,,5.5,6.75,2017
,6.75,,,,,2017
2,0,,,,,2017
3,2.25,2.4,,,4.25,2017
3.8,,3.2,,3,7.25,2017
2.6,2,,,,,2017
3.4,3,2.4,,,,2017
3,4.25,,,,,2017
2.2,1.25,1.6,,,,2017
,5.25,,,7,,2017
2.6,2.5,,,,,2017
3.4,,,,,,2017
2,3.5,,,,,2017
3.2,1.25,,,3.25,,2017
2.2,3.5,,,5,6,2017
3.2,3.75,,,7.75,7.75,2017
3.2,2.25,2,,,3.5,2017
1.8,,2.6,,,,2017
,5.5,,,5.75,,2017
2.2,3,,,2.75,4.5,2017
2.2,4,,,7.5,6.5,2017
4.8,3.5,,,7.75,,2017
2.8,4.25,3,,,8.25,2017
1.6,3,,,4.25,,2017
4,1.75,,,4.25,6.25,2017
4.2,5,,,,,2017
2.2,3.75,,,5.5,7.25,2017
2.4,3,,,4,7.25,2017
1.6,1.5,,,,,2017
2.2,3,3.2,,,,2017
2.6,,2.4,,,,2017
2.2,3.5,,,,,2017
2.6,1.5,,,,,2017
2.6,3,,,5.25,,2017
1.8,5,,,3.25,5,2017
2.8,3.25,2,,,,2017
4.2,6.5,,,,,2017
